name,duration,rating,genre,poster,years,total_years
Silikon Vadisi,None,None,['Talk-Show'],"https://m.media-amazon.com/images/M/MV5BNWQ0MDQ5NmYtYmJlNC00NjViLWFlMjYtZDQ5MGM2ZjU3NGJmXkEyXkFqcGdeQXVyMjExMTI5MzU@._V1_QL75_UX140_CR0,0,140,140_.jpg",['2015'],None
Simdi Onlar Düsünsün,100,None,['Comedy'],"https://m.media-amazon.com/images/M/MV5BOGZlODk3NDAtZjc0My00YzQ1LTg0NjYtMmU2OGNkZGU0MDgyXkEyXkFqcGdeQXVyNDg0NjMwNDY@._V1_QL75_UX190_CR0,2,190,281_.jpg","['2014', '2015']",2
Simdi ve Burada,None,None,['Documentary'],None,"['2015', '2016']",None
Sinekli Bakkal,90,5.0,['Drama'],"https://m.media-amazon.com/images/M/MV5BMGYxZjkxMDMtYzM2ZS00NTAyLWEzMDMtZDhhYjFhYTQ5OGM5XkEyXkFqcGdeQXVyMTA0NTY3NDQx._V1_QL75_UY281_CR242,0,190,281_.jpg","['2007', '2008']",2
Sinem Aker'le Yemekteyiz,25,None,['Animation. Game-Show. Reality-TV'],"https://m.media-amazon.com/images/M/MV5BYzQyMGRhMzctOTkyOS00ZDU2LWFhZWItZjdiZjExMTgwYTRkXkEyXkFqcGdeQXVyOTgxMTUwODg@._V1_QL75_UX190_CR0,2,190,281_.jpg","['2018', ' ']",2
Sinem Capraz ile Lezzet Atlasi,30,None,['Documentary'],"https://m.media-amazon.com/images/M/MV5BZGM5Y2UzMmYtODQ0Ni00MGRkLWIxZmMtYTlhNmU5OTg4NDU2XkEyXkFqcGdeQXVyMTIzNTI0Njcx._V1_QL75_UY281_CR155,0,190,281_.jpg",['2021'],None
Sinema Dunyasi,None,None,['Talk-Show'],"https://m.media-amazon.com/images/M/MV5BZTRhMWExOTEtNGQ0Ny00ODc0LWE3ZTMtMWRmZTVlMmY2YTZiXkEyXkFqcGdeQXVyNDA0NTY1Mw@@._V1_QL75_UX190_CR0,28,190,281_.jpg","['2019', '2020']",2
Sinema+,None,7.2,['News. Talk-Show'],"https://m.media-amazon.com/images/M/MV5BMWMyZTU5NmMtNGI5Ny00MDEyLWFkMzktM2U3YjQ4ZDEzYmQwXkEyXkFqcGdeQXVyODc5Mjc4Nzg@._V1_QL75_UX190_CR0,2,190,281_.jpg","['2019', ' ']",3
Sinemanin Sirlari,None,None,['Documentary. Reality-TV'],"https://m.media-amazon.com/images/M/MV5BZmViOGM4YzgtN2M3Yy00NjQyLWI0MWYtYmUwZTRhMWRhMzUxXkEyXkFqcGdeQXVyMjc1MDY1NDc@._V1_QL75_UX140_CR0,12,140,140_.jpg","['2013', ' ']",None
Sinif,None,6.4,['Drama'],"https://m.media-amazon.com/images/M/MV5BNGU5YWFkZWItNGIxOC00NjM2LTljYzctZjAxMzZkMjkwMTYwXkEyXkFqcGdeQXVyNTkzNjExMjg@._V1_QL75_UY281_CR4,0,190,281_.jpg",['2008'],1
Sinir,None,None,['Drama'],"https://m.media-amazon.com/images/M/MV5BNmFkYTBlNjUtNGYzMy00OTFjLWJkNTEtNGMwYzQxODQ1YTA2XkEyXkFqcGdeQXVyMTI4NTc5ODc5._V1_QL75_UY140_CR55,0,140,140_.jpg","['2022', ' ']",None
Sinirlari Asmak,None,None,['Documentary'],"https://m.media-amazon.com/images/M/MV5BMzI1YmRhMjQtZWU2Yy00YjA3LTk3OWUtOTY5N2U2MTQ4YzU4XkEyXkFqcGdeQXVyMjc0ODc0MDE@._V1_QL75_UY281_CR5,0,190,281_.jpg",['2014'],1
Sipahi,None,None,['Action'],"https://m.media-amazon.com/images/M/MV5BNzJkNWZkOWQtZWFlMi00ZmJlLTk0N2MtN2IyMzhmNjI1ZjQ2XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_QL75_UY281_CR17,0,190,281_.jpg",[''],None
Sipsevdi,None,3.1,['Comedy'],"https://m.media-amazon.com/images/M/MV5BMTgzNzg0MTEzOF5BMl5BanBnXkFtZTcwMjc1OTYyMQ@@._V1_QL75_UX140_CR0,5,140,140_.jpg",['1977'],None
Sir Gibi,None,None,['Drama. Family. Romance'],"https://m.media-amazon.com/images/M/MV5BNDM3ZDU0NGEtZmZhYy00NDA3LWI2NjItODQ0MDc5NzlmYjFlXkEyXkFqcGdeQXVyNzY3MjM4NjA@._V1_QL75_UY281_CR74,0,190,281_.jpg",['2007'],1
Sir Kapisi,None,4.1,['Drama. Fantasy. Mystery'],"https://m.media-amazon.com/images/M/MV5BM2EzZGQxNzYtMWI1Mi00OGJlLThlNjUtMzU4NjFiZGUwNTk1XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR11,0,190,281_.jpg","['1996', '2007']",3
Sirat,None,None,['Drama'],"https://m.media-amazon.com/images/M/MV5BZjE3Y2JlMjQtMDQ3My00MDcxLTg4YjMtNGFjY2MxOTRlNjJhXkEyXkFqcGdeQXVyMDEyNjU5OQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",['2011'],1
Sirilsiklam,None,4.5,None,"https://m.media-amazon.com/images/M/MV5BNGUxMTUzODctMzI5MS00YzEyLWI0MGQtMjBkZWU5NmYyMGI4XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR25,0,190,281_.jpg","['1998', '2000']",None
Sirtimdan Vuruldum,None,5.3,['Drama'],"https://m.media-amazon.com/images/M/MV5BMTkyNTQwNDAyOV5BMl5BanBnXkFtZTcwMDg3MTA2OQ@@._V1_QL75_UX140_CR0,12,140,140_.jpg",['1997'],1
Siseler,None,None,['Drama'],"https://m.media-amazon.com/images/M/MV5BYjBhOTI1NmYtMzMwZC00YWYyLWJiMmItYWVlMTdmNTZlN2ZmXkEyXkFqcGdeQXVyMjc2Mzk3ODA@._V1_QL75_UX140_CR0,0,140,140_.jpg",['1993'],None
Siya Mem û Zîn,None,3.4,['Drama'],"https://m.media-amazon.com/images/M/MV5BNzk5N2NhNjUtMmFjNy00MzAxLWI3MzMtNzAwZDhmOWM5OTNlXkEyXkFqcGdeQXVyODkzNDczNTI@._V1_QL75_UY281_CR0,0,190,281_.jpg","['2012', '2013']",None
Price of Passion,140,8.0,['Action. Drama. Romance'],"https://m.media-amazon.com/images/M/MV5BNzEwMGFhNTYtNGNlMC00MzQ0LWE3ZTAtMmU2MDczYjY3OTRhXkEyXkFqcGdeQXVyNjg2ODY2MDk@._V1_QL75_UX190_CR0,20,190,281_.jpg","['2017', '2018']",2
Siyah Inci,120,5.5,['Drama'],"https://m.media-amazon.com/images/M/MV5BZGU1ZTIwYmYtZDI4Ni00Mjk4LTg2MzgtZmZkNDRmMjYwMTQ0XkEyXkFqcGdeQXVyODY1MDkwOQ@@._V1_QL75_UY281_CR6,0,190,281_.jpg","['2017', '2018']",2
Siyaha Bulasan Kadinlar,None,None,['Drama'],"https://m.media-amazon.com/images/M/MV5BYTczZjRjMTEtZDlmMy00OWI4LTgxOWEtNmUwMDU4ZGY1N2FjXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UX140_CR0,3,140,140_.jpg",[''],None
Siyaset Meydani,None,5.7,['Mystery. News. Reality-TV'],"https://m.media-amazon.com/images/M/MV5BMTZlZTBlYmUtYWI4NC00Y2NjLWI1NmItMzk4MGU4OTZkNTAxXkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UY281_CR11,0,190,281_.jpg","['1994', '2013']",2
Sizi Böyle Alalim,None,None,['Talk-Show'],"https://m.media-amazon.com/images/M/MV5BNmZlZTU5OTQtNDc1MC00YmZlLTk4YTEtOTFiMDU3NDg5YTFlXkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UY281_CR46,0,190,281_.jpg","['2018', '2019']",None
Sizi Dinliyorum,15,6.2,['Comedy'],"https://m.media-amazon.com/images/M/MV5BYjEyY2JkMWUtNTFjYi00NTNlLWE5M2MtNGQ2NDUzMTAxM2Q5XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_QL75_UX190_CR0,2,190,281_.jpg","['2022', ' ']",1
Sizinkiler - Çatlak Yumurtalar,5,6.4,['Animation'],None,"['2012', '2013']",3
Slice of Life,None,None,['Short'],"https://m.media-amazon.com/images/M/MV5BN2E4OTNkZDgtMzk3Mi00ZTM0LWIwYjQtZWUyNmQ2NGI5ZWFlXkEyXkFqcGdeQXVyMjU5MTU5MjQ@._V1_QL75_UY281_CR3,0,190,281_.jpg",['2012'],None
Social Diary of Quarantine,3,6.7,['Comedy. Drama. Thriller'],"https://m.media-amazon.com/images/M/MV5BNDU5NzU3YmMtNmUxZS00MmU3LWJhY2MtMWIzMmYwZTI1NTdlXkEyXkFqcGdeQXVyNjI4MDEyMzI@._V1_QL75_UY281_CR11,0,190,281_.jpg","['2020', ' ']",3
Sok,None,None,None,None,"['1994', '1999']",None
Sokagin Çocuklari,40,6.3,['Action. Crime. Drama'],"https://m.media-amazon.com/images/M/MV5BNjU0NjEyMDUtMjNmZS00NDc3LWIyZjUtMTBmMmRjODM4NTZhXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR18,0,190,281_.jpg","['2020', ' ']",3
Sokakta Hayat Var,None,None,['Music'],"https://m.media-amazon.com/images/M/MV5BY2QwMWEzM2YtZmRjZC00N2YyLWFkNzEtYTQ3ODQ2ZDNlNDYzXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR5,0,190,281_.jpg",['2012'],None
Sokopop,10,7.2,['Documentary'],"https://m.media-amazon.com/images/M/MV5BOTYzYjE4Y2MtZmY5Mi00YzdjLWE1YzAtMmUwMDc2ODc0YjE3XkEyXkFqcGdeQXVyMTI3ODE2ODI4._V1_QL75_UY281_CR18,0,190,281_.jpg",['2020'],1
Sokopop Portreler: Banu Alkan,25,6.8,['Documentary'],"https://m.media-amazon.com/images/M/MV5BNWM3ZTk2OWEtZjA2YS00YjNmLWE1ODAtMWNkOTZkNWUwMTYzXkEyXkFqcGdeQXVyNDg0NjMwNDY@._V1_QL75_UX190_CR0,2,190,281_.jpg",['2020'],1
Sokopop Portreler: Harika Avci,30,6.7,['Documentary'],"https://m.media-amazon.com/images/M/MV5BNDAzYzU2MTEtMGQ1Mi00NDVhLTkzOGItOWQ5ZDg1YjJjYzhmXkEyXkFqcGdeQXVyNDg0NjMwNDY@._V1_QL75_UX190_CR0,2,190,281_.jpg",['2020'],1
Sokopop Portreler: Hülya Avsar,45,7.7,['Documentary'],"https://m.media-amazon.com/images/M/MV5BZDgyMTA4ZjMtZTE4Zi00NDQ3LWI0NDktYmU2NjEwMGFlNzU2XkEyXkFqcGdeQXVyNDg0NjMwNDY@._V1_QL75_UX190_CR0,2,190,281_.jpg",['2020'],1
Sokopop Portreler: Megastar Tarkan,20,8.5,['Documentary'],"https://m.media-amazon.com/images/M/MV5BNWE1N2M1MmItY2Q1ZS00M2RiLTk2NTctNzRjNjAzNzMxYmNkXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_QL75_UY281_CR155,0,190,281_.jpg",['2021'],1
Sokopop Portreler: Zeki Müren,40,7.5,['Documentary'],"https://m.media-amazon.com/images/M/MV5BMmNmYjYxN2UtZjU4ZS00NWQ2LTlmYmQtZjI1YWY3OWZkMjM5XkEyXkFqcGdeQXVyNDg0NjMwNDY@._V1_QL75_UX190_CR0,2,190,281_.jpg",['2020'],1
Sokopop: Yesilçam 101,25,7.9,['Documentary'],"https://m.media-amazon.com/images/M/MV5BZTdmMmJjY2ItYzEzYy00YjY0LWFlYTMtMDA3ZTYzNjAyMDZmXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_QL75_UX190_CR0,6,190,281_.jpg",['2021'],1
Sol Yanim,120,6.7,['Drama'],"https://m.media-amazon.com/images/M/MV5BYWM4YjExNzgtNGQ0OS00YjRkLTlmMzgtNzdmZDU1OTI2NjNhXkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_QL75_UY281_CR19,0,190,281_.jpg","['2020', '2021']",2
Solan Gül,None,None,['Drama. Romance'],"https://m.media-amazon.com/images/M/MV5BNDRjYTc5YzYtMTVkNC00MjgxLWI3ZWMtNmE4ZDczMTMyMzJjXkEyXkFqcGdeQXVyMjc2Mzk3ODA@._V1_QL75_UY140_CR29,0,140,140_.jpg",['1993'],None
Son,90,7.4,['Adventure. Drama. Mystery'],"https://m.media-amazon.com/images/M/MV5BMTQyNzAzNjM0Nl5BMl5BanBnXkFtZTcwNzA0OTgxOQ@@._V1_QL75_UX190_CR0,1,190,281_.jpg","['2012', '2013']",1
Son Aga,None,4.5,['Comedy. Romance'],"https://m.media-amazon.com/images/M/MV5BNTVlN2UxYTUtMWEwNC00NWNhLWIwYTMtYjNhODhlYTA1ZDE0XkEyXkFqcGdeQXVyMTA0NTY3NDQx._V1_QL75_UX190_CR0,9,190,281_.jpg",['2008'],1
Son Bahar,90,3.5,['Drama. Romance. Thriller'],"https://m.media-amazon.com/images/M/MV5BZWQwNDIzYWUtNDFlNi00Yzc1LWIwNWEtOTEyMGU1ZmQ0ZTc3XkEyXkFqcGdeQXVyOTA1MDczMDg@._V1_QL75_UY281_CR93,0,190,281_.jpg",['2008'],1
Son Darbe: 28 Subat,504,8.5,['Documentary'],"https://m.media-amazon.com/images/M/MV5BODM4NDQwZDItZTBlNC00MGZjLTk4ZDQtZTVhY2VmMzZiNWU0XkEyXkFqcGdeQXVyMTg5NTI5MDk@._V1_QL75_UY281_CR81,0,190,281_.jpg",['2012'],None
Son Destan,None,6.4,['Drama. History'],"https://m.media-amazon.com/images/M/MV5BOGUxZDc1NzEtNzY3Ni00YjYyLTlhOWYtMjhiN2RmMDkxMWQ4XkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UY281_CR18,0,190,281_.jpg",['2017'],1
Son Durak,None,None,['News'],"https://m.media-amazon.com/images/M/MV5BZTI0NGM2OGYtNzVmMi00NGQ2LTk2MDAtN2RmYjIzMGRkZGYxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg","['2011', '2012']",None
Son Gün,None,None,['Thriller'],"https://m.media-amazon.com/images/M/MV5BYjQ2NDI2ZTctM2QxZC00N2FhLWJjNTgtOTQ2Yjg5ZWFiMWZjXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_QL75_UY140_CR35,0,140,140_.jpg",[''],None
Son Nefesime Kadar,120,5.8,['Drama'],"https://m.media-amazon.com/images/M/MV5BMzMwNzBhYmMtZWQ1Ny00ZjcxLWEwMGUtNWRiOWQwOTE5ZWUzXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR18,0,190,281_.jpg",['2022'],1
Son Söz Sevginin,35,5.7,['Drama. Romance'],"https://m.media-amazon.com/images/M/MV5BZjViNjIyZTgtN2Y2My00MTI0LTgwMTEtY2NlMTJmYTg0Yzk2XkEyXkFqcGdeQXVyOTQ2MjQ3MTI@._V1_QL75_UX190_CR0,16,190,281_.jpg",['1993'],None
Son Taniklar,35,None,['Documentary. History. War'],None,"['2003', '2004']",None
Son Tercih,None,None,['Family'],None,['2007'],None
Son Toplayicilar,None,None,['Documentary'],"https://m.media-amazon.com/images/M/MV5BZjU0YjJhZGMtMDdiMi00Mzc2LTk4ODYtZjQzYzMwZWVmNGNiXkEyXkFqcGdeQXVyMTI3NzY3MzI1._V1_QL75_UX190_CR0,2,190,281_.jpg",['2019'],1
Son Yaz,120,8.0,['Action. Crime. Drama'],"https://m.media-amazon.com/images/M/MV5BYTc2MjgzNGUtMjlmNi00MjhjLWJmMjQtN2Y1NDQyMDcxNDI0XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_QL75_UY281_CR33,0,190,281_.jpg",['2021'],None
Son Yaz - Balkanlar 1912,100,5.3,['Drama. War'],"https://m.media-amazon.com/images/M/MV5BYzY5Njg5MjctNDhkZS00YTk1LWI1NTMtNzIzMDI1M2U5MjIyXkEyXkFqcGdeQXVyODY1MDkwOQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",['2012'],1
Son Çikis,None,None,['Crime. Drama. Family'],"https://m.media-amazon.com/images/M/MV5BYzIzOGE3NDItMTZhMy00Y2RhLThkNjktZmQ2YzhkMjk4ZGQwXkEyXkFqcGdeQXVyNzY3MjM4NjA@._V1_QL75_UY281_CR11,0,190,281_.jpg",['2015'],1
Soyunma Odasi,None,None,['Drama'],"https://m.media-amazon.com/images/M/MV5BNDc1NTRkNTQtNTE3Mi00ZGRiLWI3NmItMjFiY2IxMmZiMTk5XkEyXkFqcGdeQXVyMzEwOTQ2NDQ@._V1_QL75_UY281_CR155,0,190,281_.jpg",['2020'],1
Spy Angels,None,None,['Adventure'],"https://m.media-amazon.com/images/M/MV5BMDg4MTYzZTEtYmNkMy00NWMxLTlhMTUtMDBlMjVhZGJhYWRhXkEyXkFqcGdeQXVyNzAwNjkzODg@._V1_QL75_UY281_CR108,0,190,281_.jpg",[''],None
Stalk Show,20,2.5,['Comedy. Game-Show. Reality-TV'],"https://m.media-amazon.com/images/M/MV5BOWJmMDQ2MjEtNzU4OC00OGRlLWJhODMtNDMyMWQ2MGExMTA1XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR18,0,190,281_.jpg",['2021'],1
Stand Up Evreni,30,5.3,['Comedy'],"https://m.media-amazon.com/images/M/MV5BMjIxZWY4MTgtNjRkZC00YzJiLTlhMTItMDYzMDUxZWU3Mzc1XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_QL75_UY281_CR18,0,190,281_.jpg",['2021'],1
Star,None,None,['Thriller'],"https://m.media-amazon.com/images/M/MV5BM2M1Yzc2NWQtMzZmMi00MTQ0LTk5YWItMDM5OTA0NjYzYjNkXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR155,0,190,281_.jpg","['2022', ' ']",None
Star Market,None,None,['Game-Show. Reality-TV'],"https://m.media-amazon.com/images/M/MV5BNDFiYjhiMWYtMzhmZC00YTg2LWFiYzItZGU2ZGQ3ZDViNWYyXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_QL75_UX190_CR0,15,190,281_.jpg",['2021'],None
Stiller Konussun,30,1.9,['News. Reality-TV'],"https://m.media-amazon.com/images/M/MV5BMjZjYzllZjItOGE3NS00ZDNkLTgzYTYtYjNmMWViODg1YTIyXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR18,0,190,281_.jpg",['2021'],1
Stranger in My Heart,None,None,['Romance'],"https://m.media-amazon.com/images/M/MV5BYjFjYzFlZDItOTJmOS00MWU1LTkyNzItMzMxMmVjYjgzYzU3XkEyXkFqcGdeQXVyNjkwOTQzMjQ@._V1_QL75_UY281_CR6,0,190,281_.jpg",['2016'],None
Subat,95,7.9,['Crime. Drama. Fantasy'],"https://m.media-amazon.com/images/M/MV5BMWM1NmMzMTQtOTcxNC00ZWJiLTk2MDYtODkxMDQ3NDJhMDYxXkEyXkFqcGdeQXVyNTkzMzQ4ODU@._V1_QL75_UY281_CR15,0,190,281_.jpg","['2012', '2013']",2
Subat Sogugu,60,7.0,['Drama'],"https://m.media-amazon.com/images/M/MV5BMzBlMjgyZWQtODRiMi00NTE0LTliM2UtNmVhNTQ5MGIwNWFhXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR50,0,190,281_.jpg","['2004', '2006']",2
Sudan Bikmis Baliklar,None,5.7,['Romance'],"https://m.media-amazon.com/images/M/MV5BMzk0ODc3Y2EtMzdhNy00MTE3LWIwODYtNmE2ODZmOWUyNDI3XkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UY281_CR9,0,190,281_.jpg",['2012'],1
Sular Durulmuyor,None,None,['Drama'],"https://m.media-amazon.com/images/M/MV5BNjNlMTAyN2MtYjkxZi00OGJjLTgxYzgtZjcyNTg3MzZmMWE4XkEyXkFqcGdeQXVyMjc2Mzk3ODA@._V1_QL75_UX140_CR0,0,140,140_.jpg",['2004'],None
Sultan,90,5.0,['Drama. Romance'],"https://m.media-amazon.com/images/M/MV5BOTBlN2E1M2UtOGJjZC00YzNlLTg2YzEtNDAxOWUwYTY1ZDQwXkEyXkFqcGdeQXVyNDYwNjc5MTI@._V1_QL75_UX190_CR0,1,190,281_.jpg",['2012'],1
Sultan,60,4.9,['Drama'],"https://m.media-amazon.com/images/M/MV5BNjcxNDA2ZWYtOTcwNy00YzYyLTljZDUtNGQ1MjQzNmZkM2UzXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR39,0,190,281_.jpg",['2001'],None
Sultan Makami,70,7.8,['Drama'],"https://m.media-amazon.com/images/M/MV5BNmRlMjFjZGItZWFjZC00NWE2LTkwOTEtZGQyMzBjZTI2MGM1XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR13,0,190,281_.jpg","['2003', '2004']",2
Sungurlar,None,4.1,['Action'],"https://m.media-amazon.com/images/M/MV5BMDQyYWM0NzAtNDkyYi00OTNlLTgwY2MtNjIyMGEzY2RhNGU5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTk0NjM1ODQ@._V1_QL75_UY281_CR94,0,190,281_.jpg","['2014', '2015']",2
Survivor 2016,120,4.7,['Adventure. Game-Show. Reality-TV'],"https://m.media-amazon.com/images/M/MV5BMDc1Zjk4NmQtYTBlYS00NWVjLWIyZWYtMDY2ZTNjODQ5NTdjXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR11,0,190,281_.jpg",['2016'],None
Survivor 2017 Turkey,120,4.5,['Adventure. Game-Show. Reality-TV'],"https://m.media-amazon.com/images/M/MV5BN2EyYTAxZTgtZjkzOS00OTIxLTkyOTctNGI4NjlkNjYwNmQxXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR13,0,190,281_.jpg",['2017'],1
Survivor 2018,150,4.4,['Adventure. Game-Show. Reality-TV'],"https://m.media-amazon.com/images/M/MV5BZmZiODhhN2MtZGU5ZC00OTJmLWEzNjUtMTAxZDFjN2M0ZjZmXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR17,0,190,281_.jpg",['2018'],1
Survivor 2020,120,3.3,['Reality-TV. Adventure. Game-Show'],"https://m.media-amazon.com/images/M/MV5BNGExZTViZDUtOTgwYi00NGUzLWEzY2EtMThlZTNiNTg2NmRkXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR42,0,190,281_.jpg",['2020'],1
Survivor 2021,150,4.4,['Adventure. Game-Show. Reality-TV'],"https://m.media-amazon.com/images/M/MV5BNGMxZDRmOTMtYzJjOC00NDgxLWI0NjEtMmNjYTc3NjUyNDdiXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR100,0,190,281_.jpg",['2021'],1
Survivor 2022 All Star,120,5.4,['Adventure. Game-Show. Reality-TV'],"https://m.media-amazon.com/images/M/MV5BNjJhMmQwY2YtYTYxOC00OTFiLWI4ZDQtNzQ4YmIxOThkZTIwXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UX190_CR0,28,190,281_.jpg",['2022'],1
Survivor All Star,150,5.2,['Adventure. Game-Show. Reality-TV'],"https://m.media-amazon.com/images/M/MV5BZTdkNTJjOWItYTczYy00NGJlLWE2YWMtY2I5NzY1MTRkNjhmXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UX190_CR0,32,190,281_.jpg",['2015'],1
Survivor Ekstra,None,4.3,['Reality-TV. Talk-Show'],"https://m.media-amazon.com/images/M/MV5BYjRjM2VhYzUtZTBhZi00MjFkLTlkYTMtMWFmMjkzNWEyYjdiXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UX190_CR0,1,190,281_.jpg","['2016', ' ']",None
Survivor Exxen Cup,50,1.7,['Adventure. Game-Show. Reality-TV'],"https://m.media-amazon.com/images/M/MV5BZmNkMjUyMDctZTA3MC00ODc3LThjNTYtZjQ4MDVhZTdlZDViXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR18,0,190,281_.jpg",['2021'],1
Survivor Seçmeler,40,2.9,['Reality-TV. Game-Show'],"https://m.media-amazon.com/images/M/MV5BM2I2ODRmNTAtNWQyOS00ZDYxLTljYzAtMzA0YTZkYThlZmIwXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR18,0,190,281_.jpg",['2021'],1
Survivor Türkiye,120,3.6,['Adventure. Game-Show. Reality-TV'],"https://m.media-amazon.com/images/M/MV5BNjk4Njk3OTQtYjdhZC00OGE3LWFlNWYtOGVlODQzNWVkNjliXkEyXkFqcGdeQXVyNDIwOTkyNjM@._V1_QL75_UY281_CR87,0,190,281_.jpg","['2005', ' ']",None
Survivor: Turkey - Greece,120,3.5,['Adventure. Game-Show. Reality-TV'],"https://m.media-amazon.com/images/M/MV5BOTIxODU3NjgtYjk1Yy00NjZhLWEwN2UtOTlkZmE4YThmZTkzXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR46,0,190,281_.jpg",['2019'],1
Susam Sokagi,None,6.7,['Comedy. Family'],"https://m.media-amazon.com/images/M/MV5BZjEyNjNiN2QtZGRmNi00YThkLTg4NDktODZiOGQwZmYxYzY1XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR36,0,190,281_.jpg","['1989', '1991']",1
Suskunlar,90,8.3,['Action. Crime. Drama'],"https://m.media-amazon.com/images/M/MV5BMzNiYWY3YzUtYjE5Ny00YjBkLWIzY2UtZWE1NjU4MDJlYjc2XkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_QL75_UX190_CR0,0,190,281_.jpg",['2012'],None
Suç Dosyasi,None,6.0,['Crime'],"https://m.media-amazon.com/images/M/MV5BZTliNjcwMTYtN2I5MS00ZTFlLTgzNTAtZjlmYWE0YjA4NWM0XkEyXkFqcGdeQXVyMTI3NzY3MzI1._V1_QL75_UX190_CR0,2,190,281_.jpg",['2019'],None
Suç Dosyasi,65,6.6,['Crime'],"https://m.media-amazon.com/images/M/MV5BMjJiMzMwMTYtZDYyMS00MGE4LThjZGQtODAzNTFiZGRjOGEwXkEyXkFqcGdeQXVyNTczMjA3ODg@._V1_QL75_UY281_CR116,0,190,281_.jpg",['2007'],None
Sîverê,30,None,['Documentary'],None,"['2016', ' ']",2
Söhret,60,3.3,['Romance'],"https://m.media-amazon.com/images/M/MV5BMTM3NTdmNTAtYzQxNS00ZmEzLWE1NzItZjQ3Y2FjYTk5Njc2XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR10,0,190,281_.jpg","['2005', '2007']",1
Söhret Kafasi,120,None,['Game-Show'],"https://m.media-amazon.com/images/M/MV5BOTM1MDBhZmQtODM5My00YjA4LTgxODAtMjdiZWY1OTc3NWZmXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR46,0,190,281_.jpg",['2018'],None
Söhretler Sahada,None,None,['Sport'],"https://m.media-amazon.com/images/M/MV5BZjM2NTY2MDItMzBkOS00NWZmLThiMTUtNDRiNzQ5OTJlOGIxXkEyXkFqcGdeQXVyMTUyMTM5Nzg2._V1_QL75_UY281_CR43,0,190,281_.jpg",['2020'],None
Söylemezsem Olmaz,100,2.6,['Reality-TV'],"https://m.media-amazon.com/images/M/MV5BYzg3MDVhZTItNWQzNi00MTJmLWEzN2YtZjUyODBhZGZmMjZmXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR46,0,190,281_.jpg","['2013', ' ']",None
